segment0,segment3,segment2,segment1
9,1,5,6
9,1,10,6
9,1,10,6
9,1,10,6
9,1,10,1
9,0,10,1
4,0,10,1
4,0,10,1
4,0,15,1
4,0,15,1
4,0,15,1
9,0,10,1
9,0,10,6
9,0,10,1
9,0,15,1
9,0,15,1
4,0,10,6
4,0,5,6
9,0,10,1
2,1,5,11
2,1,0,11
2,1,0,16
4,0,15,1
2,1,0,11
4,0,15,1
2,0,0,16
0,0,0,16
0,0,0,16
14,0,2,8
0,0,3,16
0,0,3,16
0,0,3,16
0,0,3,21
0,0,3,21
5,2,3,21
5,2,8,21
5,2,8,16
4,10,7,6
10,7,8,16
5,7,8,16
10,7,8,16
10,7,13,16
10,7,13,16
10,7,13,16
10,12,13,11
10,7,13,11
15,12,14,11
15,12,14,11
15,12,14,11
15,12,14,11
15,12,13,11
15,12,14,16
20,7,14,16
20,7,14,16
20,7,9,16
20,7,9,16
9,1,5,6
20,7,9,16
20,7,9,16
20,7,9,11
15,11,9,11
15,11,9,11
15,11,8,11
15,11,8,11
15,11,8,11
15,11,8,6
15,11,8,6
10,9,8,6
10,9,4,6
10,9,4,6
10,9,4,6
10,9,8,6
10,9,4,1
10,4,4,1
8,4,6,1
8,4,6,1
4,1,5,11
8,4,6,1
8,4,6,3
8,4,6,3
3,2,6,3
3,2,5,3
3,2,5,8
3,2,5,8
3,2,6,3
1,7,10,8
6,12,10,11
6,12,10,11
1,12,10,11
1,7,10,11
3,2,5,3
3,2,5,3
5,2,3,21
6,12,15,11
9,0,10,6
6,15,15,11
11,15,15,11
4,0,10,6
11,15,20,11
11,15,15,11
11,15,20,6
11,15,20,11
11,15,20,11
16,12,20,6
16,12,15,6
16,12,20,6
16,12,15,6
11,12,20,6
16,17,15,11
16,12,15,11
16,12,15,6
21,17,15,11
4,0,5,6
4,0,5,6
21,17,10,11
21,17,10,11
4,0,5,11
21,17,10,11
21,17,10,6
21,17,10,6
22,19,10,6
22,19,10,6
22,19,9,6
22,19,9,6
22,19,9,6
22,14,9,11
22,19,9,11
17,14,9,11
17,14,7,11
22,19,9,6
17,14,7,11
17,14,7,6
17,14,7,11
22,13,7,6
22,13,7,6
17,14,7,11
22,13,12,6
22,13,12,6
22,13,12,6
22,13,12,6
22,13,12,7
22,8,12,7
27,8,12,7
27,8,14,7
27,8,14,7
27,8,12,7
27,8,14,11
27,8,14,7
27,3,14,11
27,3,14,11
27,3,14,11
27,3,10,11
27,3,10,11
27,3,10,6
27,3,10,11
22,8,10,6
22,8,10,6
22,8,15,6
27,8,10,6
22,8,15,6
22,8,15,6
22,8,15,1
22,8,15,1
18,3,15,1
18,3,10,1
18,3,10,1
18,3,10,6
18,1,10,6
13,1,10,6
18,3,10,1
18,3,15,1
13,1,10,6
13,1,15,6
13,1,15,1
13,1,15,1
8,2,15,1
13,1,15,6
8,2,17,1
8,2,17,1
8,2,17,1
8,2,17,6
13,4,17,6
13,4,12,6
13,4,17,6
13,4,12,6
13,4,12,1
13,4,12,1
18,6,12,1
18,6,12,1
18,6,7,1
18,6,7,1
18,6,7,1
18,6,7,1
18,6,7,6
13,4,7,6
13,4,7,6
13,4,3,6
13,4,3,6
8,2,17,6
13,4,12,6
8,2,15,1
13,4,3,6
13,4,3,4
8,1,3,4
8,1,3,4
8,1,4,4
8,1,4,4
13,4,3,4
8,1,4,9
8,0,4,9
3,0,4,9
3,0,4,9
3,0,4,9
3,0,4,9
3,0,4,9
3,0,4,4
4,3,0,4
4,3,0,4
4,3,0,4
4,8,0,1
9,8,5,1
9,8,5,6
4,3,0,1
9,8,5,1
4,13,5,6
9,8,5,1
4,13,5,6
4,13,9,6
4,13,9,6
4,3,4,4
4,13,9,4
4,13,9,4
9,14,9,4
9,14,8,4
9,14,8,4
9,14,8,4
9,14,8,5
14,9,8,5
14,9,8,5
3,3,4,4
14,9,8,5
4,3,0,1
14,9,8,5
14,14,8,10
14,9,8,10
9,14,8,10
14,9,8,10
9,14,9,10
9,8,0,1
9,14,9,10
9,14,9,10
9,8,5,6
9,14,9,10
9,14,9,15
9,9,9,15
14,9,9,15
14,9,9,15
14,9,4,15
14,9,4,15
14,9,4,15
14,9,4,20
9,4,4,20
9,4,4,20
9,4,5,20
9,4,5,20
9,4,5,20
9,4,5,15
10,4,5,15
10,4,10,15
10,4,10,10
10,4,10,15
10,4,5,15
9,4,5,15
5,9,10,10
5,9,15,10
5,9,15,10
8,1,4,4
4,3,4,4
5,14,15,5
13,1,15,6
5,2,8,21
10,14,10,5
10,14,10,5
10,14,10,5
10,14,10,5
2,1,5,11
10,14,10,9
15,10,10,9
15,10,10,9
15,10,5,9
15,10,5,9
2,1,0,11
15,9,5,4
15,10,5,4
10,9,5,4
10,9,4,4
10,9,4,0
10,4,4,0
5,4,4,0
10,9,4,4
10,9,4,4
5,4,5,0
5,4,5,0
5,4,5,0
5,4,5,2
