segment0,segment3,segment2,segment1
13,12,8,17
13,12,8,17
13,16,13,17
13,8,1,7
11,8,6,2
18,16,13,17
18,16,13,17
18,16,13,17
18,11,13,15
18,11,18,15
23,11,18,15
23,11,18,15
23,11,18,13
23,11,18,13
23,11,18,13
18,6,13,13
18,6,13,8
18,6,13,8
23,6,13,13
18,11,13,8
18,11,13,8
13,11,13,8
13,11,13,8
13,11,13,13
13,11,13,13
13,9,8,13
9,9,8,13
9,9,8,8
9,9,8,8
9,12,8,8
14,12,13,8
14,12,13,8
9,12,13,8
14,12,13,8
14,12,13,11
14,12,13,11
14,17,18,11
16,17,18,11
11,8,6,7
16,17,18,11
16,17,18,11
16,17,18,16
16,12,18,16
16,12,13,16
16,17,18,16
11,7,8,2
11,12,13,16
11,12,13,16
11,12,13,16
11,12,13,11
11,12,13,11
11,7,13,11
11,7,18,11
6,7,18,11
6,7,18,11
6,7,18,11
6,7,18,16
6,7,18,16
6,6,18,16
6,6,23,16
6,6,23,16
8,6,23,16
8,6,23,16
8,6,23,21
8,3,23,21
8,6,23,21
3,3,18,21
8,3,18,21
3,3,18,21
3,3,18,26
3,3,18,26
3,8,18,26
8,8,13,26
8,8,13,21
8,8,13,21
8,8,13,26
8,5,13,21
5,5,8,21
8,5,8,21
5,5,8,16
5,5,8,16
5,5,8,21
5,5,8,16
5,4,4,16
3,8,13,26
5,4,4,16
10,4,4,16
10,4,4,11
5,8,0,11
5,8,0,11
10,4,4,11
5,7,5,6
1,7,5,6
1,7,5,6
1,7,5,6
1,7,10,6
5,7,0,6
6,7,10,6
6,7,10,6
6,7,10,6
3,3,18,26
6,7,10,11
11,12,3,7
11,12,3,7
11,9,5,16
11,9,5,16
11,9,5,16
11,14,6,16
13,12,8,12
16,14,6,16
16,14,6,11
16,14,6,16
16,14,6,11
16,19,5,11
16,19,5,11
13,19,5,11
13,19,5,14
13,19,5,14
13,17,5,14
16,14,6,16
13,17,10,14
13,17,10,14
15,17,10,14
15,17,10,14
15,17,10,19
15,17,10,19
18,16,13,15
13,12,8,17
15,12,13,19
15,12,13,19
15,12,13,19
15,12,13,24
15,12,13,24
15,7,13,24
18,16,13,15
10,7,9,24
10,7,9,29
10,7,9,24
10,6,4,29
5,6,4,29
5,6,4,29
5,6,4,29
5,6,4,34
5,6,4,34
5,1,9,34
1,1,9,34
5,1,9,34
1,0,9,29
0,0,9,24
0,2,13,24
4,2,13,19
1,1,9,34
4,2,13,19
23,6,13,13
4,7,10,19
9,7,10,19
9,7,10,19
9,7,10,14
